DATE,DAILY_PRECIP,STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,YEAR,TEMPERATURE,HUMIDITY
2004-07-24,0.261,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,7.210,41.404
2004-07-25,0.143,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,1.854,34.462
2004-07-28,0.127,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,4.533,37.933
2004-08-01,0.024,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,6.473,34.949
2004-08-06,0.282,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,2.631,32.692
2004-08-17,0.081,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,-0.386,38.766
2004-08-18,1.112,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,28.233,39.333
2004-08-19,1.373,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,31.470,43.828
2004-08-21,0.139,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,13.780,35.392
2004-08-28,0.203,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,7.066,33.986
2004-09-01,0.050,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,12.991,32.516
2004-09-05,0.107,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,12.131,39.213
2004-09-21,0.688,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,12.761,42.664
2004-09-22,0.161,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,4.226,38.690
2004-09-27,0.133,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,4.667,35.107
2004-09-28,0.675,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,18.493,37.997
2004-09-30,0.234,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,12.689,41.435
2004-10-01,0.491,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,17.826,38.450
2004-10-06,1.261,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,34.223,42.929
2004-10-13,0.624,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,23.480,42.872
2004-10-16,0.145,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,1.906,36.642
2004-11-01,0.383,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,12.669,42.388
2004-11-10,0.319,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,3.388,38.995
2004-11-11,0.230,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,16.598,41.399
2004-11-20,0.096,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,6.916,36.726
2004-11-21,0.047,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,8.949,30.580
2004-11-27,0.110,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,8.202,39.241
2004-11-28,0.510,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,12.191,35.956
2004-11-29,0.136,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,10.729,33.212
2004-12-01,0.028,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,5.557,37.623
2004-12-22,0.190,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,10.808,39.883
2004-12-24,0.095,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2004,2.907,35.283
2005-01-01,0.017,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,6.341,38.496
2005-01-02,-0.016,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,-3.322,37.991
2005-01-05,0.155,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,7.100,34.080
2005-01-12,0.310,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,5.204,35.322
2005-01-30,0.268,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,11.357,38.343
2005-01-31,0.550,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,11.996,35.318
2005-02-01,0.002,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,-1.953,32.139
2005-02-15,0.262,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,4.239,35.176
2005-03-01,-0.012,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,-3.239,33.465
2005-03-13,0.957,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,17.136,46.014
2005-03-21,0.050,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,2.995,38.278
2005-03-24,0.111,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,8.228,39.011
2005-03-25,0.177,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,12.533,36.893
2005-03-26,0.074,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,13.475,31.030
2005-04-01,0.022,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,7.449,35.900
2005-04-10,0.587,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,10.738,43.055
2005-04-11,0.320,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,8.398,37.559
2005-04-14,0.099,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,7.978,39.151
2005-04-21,0.133,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,-0.350,39.420
2005-04-24,0.102,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,11.044,31.498
2005-04-25,0.500,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,15.993,42.597
2005-04-28,0.792,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,17.838,37.495
2005-04-29,1.180,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,27.605,39.882
2005-05-01,0.100,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,4.008,39.883
2005-05-11,1.236,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,35.720,42.008
2005-05-30,0.564,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,19.279,37.832
2005-05-31,0.119,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,13.376,39.311
2005-06-01,0.016,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,-0.682,31.287
2005-06-02,0.136,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,5.722,38.249
2005-06-03,0.317,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,14.342,35.617
2005-06-04,0.704,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,13.077,45.191
2005-06-09,0.071,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,-0.574,30.770
2005-06-10,0.693,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,16.851,44.140
2005-06-12,0.326,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,13.529,41.212
2005-06-22,0.172,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,1.439,32.296
2005-06-23,0.080,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,6.595,32.998
2005-06-24,0.076,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,3.527,34.171
2005-07-01,0.028,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,12.565,33.306
2005-07-25,0.104,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,7.077,39.671
2005-07-26,0.181,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,14.610,37.884
2005-08-01,0.026,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,8.522,39.529
2005-08-02,0.128,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,2.560,35.064
2005-08-04,0.622,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,12.448,41.899
2005-08-05,0.116,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,7.311,32.564
2005-08-10,0.329,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,16.578,35.231
2005-08-14,0.218,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,3.361,37.944
2005-08-23,0.213,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,8.252,41.261
2005-09-01,0.009,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,-2.829,39.388
2005-09-14,0.139,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,9.787,36.355
2005-09-22,0.079,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,-0.412,32.035
2005-09-24,0.008,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,1.158,32.423
2005-10-01,0.019,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,-1.613,38.755
2005-10-04,0.052,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,5.038,31.335
2005-10-05,0.100,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,10.002,32.681
2005-10-09,0.596,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,18.914,35.446
2005-10-10,1.406,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,39.120,44.328
2005-10-11,0.218,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,15.366,32.187
2005-10-19,0.116,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,6.319,40.008
2005-10-20,0.052,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,4.046,37.578
2005-10-31,0.139,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,14.778,32.991
2005-11-01,-0.030,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,-1.595,37.162
2005-11-14,0.108,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,1.156,32.502
2005-11-15,0.089,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,-1.211,34.036
2005-11-17,0.079,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,8.581,31.793
2005-12-01,0.007,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,0.146,36.739
2005-12-03,0.055,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,-1.900,37.840
2005-12-07,0.177,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,8.544,33.537
2005-12-08,0.162,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2005,7.234,40.613
2006-01-01,0.006,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,9.112,31.205
2006-01-16,0.077,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,9.531,35.373
2006-01-19,0.211,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,1.225,39.330
2006-01-20,0.059,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,-1.829,35.469
2006-02-01,0.024,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,8.490,32.556
2006-02-10,0.337,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,16.744,40.578
2006-02-16,0.299,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,10.987,40.755
2006-02-18,0.102,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,13.038,31.735
2006-03-01,-0.000,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,2.992,35.237
2006-03-08,0.369,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,4.371,41.069
2006-03-09,0.117,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,6.346,33.539
2006-03-10,0.186,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,12.720,34.568
2006-03-12,0.144,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,10.884,40.233
2006-03-13,0.297,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,7.932,39.053
2006-03-19,0.294,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,16.874,37.830
2006-03-20,0.480,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,6.606,34.043
2006-03-21,0.182,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,7.638,34.295
2006-03-23,0.065,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,4.308,39.843
2006-04-01,0.043,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,9.864,39.905
2006-04-07,0.217,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,2.340,38.176
2006-04-24,0.318,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,7.357,33.463
2006-04-25,0.166,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,5.318,35.607
2006-04-28,0.189,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,15.786,39.394
2006-05-01,0.094,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,11.874,34.550
2006-05-04,0.232,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,11.648,33.499
2006-05-05,0.086,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,1.716,34.727
2006-05-10,0.335,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,18.699,41.759
2006-05-23,0.084,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,1.677,33.271
2006-05-30,0.037,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,3.740,39.856
2006-06-01,-0.009,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,-1.176,30.370
2006-06-08,0.136,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,5.713,33.445
2006-06-09,0.076,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,11.530,31.052
2006-06-16,0.211,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,1.218,33.807
2006-06-21,0.272,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,13.440,41.016
2006-06-22,0.101,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,8.013,32.205
2006-06-24,-0.018,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,11.648,36.299
2006-06-25,0.144,COOP:050843,BOULDER 2 CO US,1650.500,40.034,-105.281,2006,5.888,32.315
