526,405,1
381,9,0
642,381,1
529,299,1
4,999,0
481,14,0
540,747,0
866,895,0
883,865,0
457,314,1
63,878,0
580,528,1
317,759,0
370,471,1
592,728,1
137,211,0
476,610,1
769,261,0
182,397,0
963,539,0
86,526,0
772,676,0
553,872,0
156,886,0
380,334,1
761,355,0
880,131,0
238,753,0
854,159,0
684,606,1
657,53,0
936,740,0
94,271,0
625,532,1
528,399,1
874,588,0
193,679,0
330,60,0
510,431,1
404,365,1
822,684,0
426,337,1
412,588,1
858,823,0
102,25,0
905,100,0
186,562,0
94,265,0
858,675,0
827,375,0
869,137,0
799,91,0
466,234,0
208,430,0
889,28,0
82,385,0
944,976,0
418,600,1
410,41,0
607,145,0
488,721,1
865,565,0
697,872,0
986,504,0
729,729,0
283,837,0
125,747,0
402,116,0
418,328,1
354,973,0
906,305,0
732,893,0
347,485,1
99,92,0
737,619,0
424,720,1
470,671,1
892,60,0
353,24,0
837,707,0
248,759,0
733,737,0
254,319,0
265,105,0
287,674,0
533,460,1
806,510,0
425,252,0
277,787,0
607,380,1
650,571,1
393,245,0
959,561,0
32,951,0
280,854,0
785,163,0
781,523,0
36,627,0
446,126,0
543,751,0
242,169,0
355,301,1
347,187,0
528,630,1
483,428,1
959,378,0
831,370,0
685,42,0
436,184,0
567,42,0
664,265,0
536,696,1
991,815,0
351,238,0
301,775,0
529,455,1
926,315,0
984,21,0
665,113,0
113,598,0
302,994,0
927,826,0
774,197,0
261,133,0
721,391,1
413,193,0
128,601,0
736,199,0
479,411,1
814,426,0
352,696,1
816,7,0
372,912,0
68,915,0
8,475,0
925,361,0
412,831,0
642,380,1
248,716,0
855,703,0
185,872,0
713,643,0
234,839,0
897,386,0
899,25,0
512,508,1
445,752,0
651,167,0
294,263,0
640,350,1
115,670,0
356,876,0
137,312,0
659,652,1
587,44,0
674,549,1
104,475,0
643,442,1
525,938,0
473,626,1
937,632,0
608,906,0
643,589,1
100,723,0
187,45,0
36,897,0
310,727,0
512,114,0
104,483,0
243,934,0
127,229,0
533,976,0
65,678,0
589,75,0
51,714,0
495,425,1
175,914,0
985,923,0
73,172,0
10,64,0
555,634,1
927,861,0
992,432,0
507,601,1
804,54,0
971,349,0
988,677,0
827,284,0
854,352,0
329,313,0
507,879,0
215,657,0
128,765,0
512,280,1
135,394,0
696,99,0
643,127,0
690,326,0
109,472,0
356,842,0
587,925,0
835,83,0
900,297,0
774,651,0
313,835,0
437,172,0
327,216,0
674,540,1
850,630,0
393,961,0
295,503,1
736,365,0
866,599,0
107,624,0
964,499,0
777,939,0
41,265,0
243,445,0
324,951,0
945,848,0
743,146,0
482,485,1
319,639,1
698,303,0
918,849,0
725,198,0
782,300,0
365,916,0
757,488,0
959,144,0
79,764,0
469,560,1
190,17,0
388,243,0
98,529,0
710,169,0
142,104,0
849,73,0
60,863,0
855,638,0
987,818,0
122,944,0
213,413,0
872,715,0
831,430,0
478,404,1
693,247,0
677,968,0
550,40,0
254,940,0
804,379,0
697,11,0
427,299,1
910,496,0
660,359,1
994,408,0
250,604,0
190,879,0
893,495,0
99,863,0
311,453,1
32,842,0
9,104,0
846,635,0
216,922,0
321,863,0
394,192,0
683,282,0
93,806,0
368,405,1
559,88,0
524,359,1
713,984,0
883,107,0
160,802,0
762,814,0
996,397,0
675,231,0
371,477,1
578,289,1
238,892,0
324,318,0
795,824,0
956,315,0
337,5,0
654,354,1
863,201,0
197,974,0
865,783,0
73,939,0
621,372,1
371,552,1
225,580,0
62,989,0
995,972,0
166,295,0
975,790,0
78,363,0
707,168,0
223,683,0
379,133,0
986,56,0
514,562,1
408,668,1
862,898,0
761,25,0
23,902,0
436,90,0
185,5,0
636,490,1
589,407,1
638,231,0
521,404,1
309,105,0
715,404,1
446,442,1
26,787,0
867,307,0
683,603,1
291,837,0
936,960,0
425,291,1
341,98,0
32,478,0
262,824,0
887,562,0
203,548,0
472,889,0
162,65,0
133,903,0
7,360,0
670,205,0
788,58,0
631,524,1
172,553,0
591,947,0
854,566,0
991,471,0
703,900,0
557,725,1
83,556,0
861,776,0
12,200,0
802,670,0
527,86,0
60,359,0
465,251,0
620,279,0
899,504,0
342,895,0
259,441,1
740,139,0
42,987,0
666,298,0
707,568,1
768,693,0
553,846,0
836,592,0
849,226,0
121,771,0
832,69,0
297,634,1
667,686,1
23,125,0
483,146,0
57,389,0
105,284,0
129,293,0
45,923,0
819,500,0
282,745,0
714,142,0
684,613,1
298,135,0
604,634,1
166,500,0
439,394,1
575,611,1
251,198,0
686,422,1
23,338,0
182,489,0
171,699,0
985,677,0
754,509,0
592,289,1
25,460,0
594,173,0
77,955,0
711,396,1
756,417,0
33,416,0
727,24,0
99,941,0
575,400,1
557,983,0
796,242,0
409,605,1
993,731,0
953,976,0
423,99,0
791,356,0
865,657,0
792,77,0
624,308,1
889,807,0
455,731,1
424,97,0
251,451,0
888,602,0
422,784,0
378,121,0
851,402,0
889,968,0
38,258,0
143,235,0
212,339,0
377,599,1
343,767,0
541,852,0
808,405,0
5,697,0
480,85,0
603,912,0
916,981,0
588,979,0
452,636,1
544,610,1
368,426,1
918,233,0
720,389,1
77,912,0
423,482,1
486,679,1
868,686,0
437,903,0
886,546,0
665,204,0
789,685,0
800,436,0
406,906,0
863,852,0
921,990,0
739,708,0
29,969,0
942,226,0
219,388,0
579,424,1
48,220,0
886,566,0
509,919,0
502,835,0
99,32,0
851,431,0
604,945,0
458,111,0
927,207,0
454,621,1
690,784,0
222,59,0
706,780,0
747,950,0
140,315,0
783,282,0
583,211,0
586,664,1
653,507,1
44,0,0
928,507,0
138,504,0
826,546,0
684,505,1
741,303,0
499,893,0
110,289,0
45,229,0
530,576,1
434,908,0
745,410,0
773,736,0
483,650,1
753,720,0
230,753,0
720,345,0
957,349,0
452,957,0
69,54,0
187,108,0
347,747,0
955,820,0
340,398,1
86,258,0
295,854,0
79,248,0
789,651,0
549,445,1
191,191,0
166,107,0
328,959,0
845,77,0
501,754,0
0,699,0
534,385,1
931,679,0
718,128,0
263,654,0
487,134,0
99,309,0
875,133,0
336,25,0
197,41,0
634,17,0
33,331,0
285,6,0
515,332,1
930,294,0
491,495,1
392,596,1
535,684,1
991,797,0
775,465,0
62,358,0
741,978,0
630,33,0
980,121,0
136,451,0
911,648,0
415,289,1
753,556,0
957,872,0
428,338,1
105,338,0
368,202,0
478,354,1
674,776,0
948,547,0
320,490,1
182,831,0
564,893,0
10,617,0
808,998,0
593,256,0
987,397,0
462,980,0
779,145,0
245,860,0
837,712,0
452,457,1
174,386,0
641,589,1
360,706,1
763,113,0
444,447,1
78,157,0
819,588,0
60,867,0
773,574,0
984,456,0
113,380,0
51,656,0
960,912,0
995,903,0
618,999,0
464,128,0
559,613,1
342,933,0
385,539,1
448,105,0
422,685,1
84,392,0
394,44,0
161,865,0
48,133,0
363,153,0
515,647,1
439,467,1
451,400,1
608,524,1
515,353,1
123,346,0
454,790,0
555,417,1
912,756,0
307,22,0
928,218,0
811,706,0
398,253,0
546,401,1
408,742,0
121,254,0
837,592,0
660,304,0
915,570,0
578,668,1
963,436,0
175,248,0
83,478,0
479,787,0
507,108,0
354,501,1
793,67,0
783,149,0
196,355,0
339,326,1
498,266,1
598,987,0
297,681,0
927,473,0
764,135,0
512,742,1
464,229,0
634,107,0
559,231,0
812,319,0
854,256,0
961,376,0
139,414,0
221,192,0
361,391,1
167,249,0
355,603,1
149,940,0
905,844,0
541,1,0
775,170,0
535,71,0
255,351,0
769,825,0
183,985,0
347,266,0
883,43,0
82,138,0
39,258,0
772,760,0
812,920,0
748,431,0
618,48,0
789,14,0
300,126,0
910,156,0
749,941,0
480,321,1
525,919,0
932,208,0
27,569,0
626,433,1
927,224,0
828,622,0
180,949,0
772,584,0
93,49,0
261,935,0
134,840,0
469,927,0
47,137,0
957,109,0
126,120,0
114,521,0
400,674,1
533,118,0
181,645,0
80,970,0
89,151,0
662,144,0
705,321,0
279,844,0
306,20,0
882,974,0
517,865,0
43,450,0
348,160,0
545,819,0
642,737,0
215,150,0
114,824,0
885,810,0
225,959,0
315,305,0
713,161,0
17,289,0
465,578,1
769,334,0
911,988,0
379,95,0
35,715,0
596,143,0
577,72,0
966,604,0
488,245,0
802,455,0
651,699,1
209,397,0
303,689,0
284,876,0
257,883,0
103,676,0
35,514,0
916,709,0
765,652,0
417,421,1
599,293,1
751,455,0
944,303,0
984,647,0
363,701,1
248,277,0
761,14,0
913,331,0
973,611,0
766,431,0
703,958,0
78,177,0
632,217,0
503,252,1
372,62,0
615,227,0
154,230,0
492,302,1
884,338,0
90,646,0
566,865,0
818,430,0
6,271,0
429,52,0
299,689,0
141,864,0
355,896,0
164,998,0
44,791,0
972,544,0
859,403,0
204,943,0
100,354,0
220,110,0
208,276,0
170,797,0
172,424,0
997,888,0
172,880,0
544,286,1
820,959,0
874,832,0
679,304,0
883,805,0
441,567,1
155,236,0
397,950,0
92,487,0
911,90,0
620,584,1
144,361,0
636,37,0
497,37,0
337,640,1
280,775,0
809,179,0
227,122,0
639,303,1
233,353,0
199,938,0
719,244,0
311,423,1
301,25,0
647,722,0
987,569,0
619,843,0
9,38,0
660,56,0
664,411,1
476,604,1
2,242,0
153,427,0
505,251,1
786,887,0
537,544,1
187,432,0
562,65,0
306,489,1
254,919,0
574,67,0
610,648,1
466,478,1
992,566,0
934,481,0
653,724,0
537,156,0
734,998,0
284,820,0
447,876,0
633,160,0
554,644,1
821,20,0
957,558,0
898,253,0
87,52,0
578,25,0
770,89,0
563,825,0
638,997,0
873,981,0
899,919,0
501,106,0
209,468,0
104,98,0
779,291,0
748,41,0
161,279,0
838,797,0
343,386,1
812,777,0
541,664,1
643,179,0
507,672,1
224,973,0
729,441,1
573,733,1
694,10,0
40,284,0
477,13,0
7,8,0
85,115,0
728,517,1
347,195,0
